text,punct,symb,tokenized,nonstop,stemmed,polarity,subjectivity,sentiment,neg,neu,pos,compound
media calls ukranian surrender an “evacuation.” no kidding. #russiaukrainewar #media,media calls ukranian surrender an “evacuation” no kidding russiaukrainewar media,media calls ukranian surrender an “evacuation.” no kidding. #russiaukrainewar #media,"['media', 'calls', 'ukranian', 'surrender', 'an', 'evacuation', 'no', 'kidding', 'russiaukrainewar', 'media']","['media', 'calls', 'ukranian', 'surrender', 'evacuation', 'kidding', 'russiaukrainewar', 'media']","['media', 'call', 'ukranian', 'surrend', 'evacu', 'kid', 'russiaukrainewar', 'media']",0.0,0.0,,,,,
 russia - ukraine war: an ex-spy has said ‘cancer-riddled’ putin surrounded by doctors 😷 #putin  #russia #rusia #russian #ru…, russia  ukraine war an exspy has said ‘cancerriddled’ putin surrounded by doctors 😷 putin  russia rusia russian ru…, russia   ukraine war: an ex spy has said ‘cancer riddled’ putin surrounded by doctors 😷 #putin  #russia #rusia #russian #ru…,"['', 'russia', 'ukraine', 'war', 'an', 'exspy', 'has', 'said', 'cancerriddled', 'putin', 'surrounded', 'by', 'doctors', 'putin', 'russia', 'rusia', 'russian', 'ru', '']","['', 'russia', 'ukraine', 'war', 'exspy', 'said', 'cancerriddled', 'putin', 'surrounded', 'doctors', 'putin', 'russia', 'rusia', 'russian', 'ru', '']","['', 'russia', 'ukrain', 'war', 'exspi', 'said', 'cancerriddl', 'putin', 'surround', 'doctor', 'putin', 'russia', 'rusia', 'russian', 'ru', '']",0.0,0.0,,,,,
 slovak translation of @readthemaple article containing my interview that #russiaukrainewar could have been avoided or p…, slovak translation of readthemaple article containing my interview that russiaukrainewar could have been avoided or p…, slovak translation of  readthemaple article containing my interview that #russiaukrainewar could have been avoided or p…,"['', 'slovak', 'translation', 'of', 'readthemaple', 'article', 'containing', 'my', 'interview', 'that', 'russiaukrainewar', 'could', 'have', 'been', 'avoided', 'or', 'p', '']","['', 'slovak', 'translation', 'readthemaple', 'article', 'containing', 'interview', 'russiaukrainewar', 'could', 'avoided', 'p', '']","['', 'slovak', 'translat', 'readthemapl', 'articl', 'contain', 'interview', 'russiaukrainewar', 'could', 'avoid', 'p', '']",0.0,0.0,,,,,
"today is the birthday of severodonetsk. the city continues to resist! ukraine will win!
#ukraineresist… https://t.co/r3d8mjhyis","today is the birthday of severodonetsk the city continues to resist ukraine will win
ukraineresist… httpstcor3d8mjhyis","today is the birthday of severodonetsk. the city continues to resist  ukraine will win 
#ukraineresist… https://t.co/r3d8mjhyis","['today', 'is', 'the', 'birthday', 'of', 'severodonetsk', 'the', 'city', 'continues', 'to', 'resist', 'ukraine', 'will', 'win', 'ukraineresist', 'httpstcor3d8mjhyis']","['today', 'birthday', 'severodonetsk', 'city', 'continues', 'resist', 'ukraine', 'win', 'ukraineresist', 'httpstcor3d8mjhyis']","['today', 'birthday', 'severodonetsk', 'citi', 'continu', 'resist', 'ukrain', 'win', 'ukraineresist', 'httpstcor3d8mjhyi']",1.0,0.4,,,,,
 #blinken has laid his anti-china agenda&amp; described #china as the “most serious long-term challenge to the international(“cou…, blinken has laid his antichina agendaamp described china as the “most serious longterm challenge to the international“cou…, #blinken has laid his anti china agenda&amp; described #china as the “most serious long term challenge to the international(“cou…,"['', 'blinken', 'has', 'laid', 'his', 'antichina', 'agendaamp', 'described', 'china', 'as', 'the', 'most', 'serious', 'longterm', 'challenge', 'to', 'the', 'international', 'cou', '']","['', 'blinken', 'laid', 'antichina', 'agendaamp', 'described', 'china', 'serious', 'longterm', 'challenge', 'international', 'cou', '']","['', 'blinken', 'laid', 'antichina', 'agendaamp', 'describ', 'china', 'seriou', 'longterm', 'challeng', 'intern', 'cou', '']",0.05555555555555556,0.38888888888888884,,,,,
the internet of everything - our relationship with the internet | dw documentary https://t.co/c9imqx8jdh… https://t.co/6jtyo2g9qk,the internet of everything  our relationship with the internet  dw documentary httpstcocimqx8jdh… httpstco6jtyo2gqk,the internet of everything   our relationship with the internet | dw documentary https://t.co/c9imqx8jdh… https://t.co/6jtyo2g9qk,"['the', 'internet', 'of', 'everything', 'our', 'relationship', 'with', 'the', 'internet', 'dw', 'documentary', 'httpstcocimqx8jdh', 'httpstco6jtyo2gqk']","['internet', 'everything', 'relationship', 'internet', 'dw', 'documentary', 'httpstcocimqx8jdh', 'httpstco6jtyo2gqk']","['internet', 'everyth', 'relationship', 'internet', 'dw', 'documentari', 'httpstcocimqx8jdh', 'httpstco6jtyo2gqk']",0.0,0.0,,,,,
 #russiaukrainewar #russianwarcrimes #putinwarcriminal may all those criminals r*t in hell where they belong https://t.co/…, russiaukrainewar russianwarcrimes putinwarcriminal may all those criminals rt in hell where they belong httpstco…, #russiaukrainewar #russianwarcrimes #putinwarcriminal may all those criminals r*t in hell where they belong https://t.co/…,"['', 'russiaukrainewar', 'russianwarcrimes', 'putinwarcriminal', 'may', 'all', 'those', 'criminals', 'rt', 'in', 'hell', 'where', 'they', 'belong', 'httpstco', '']","['', 'russiaukrainewar', 'russianwarcrimes', 'putinwarcriminal', 'may', 'criminals', 'rt', 'hell', 'belong', 'httpstco', '']","['', 'russiaukrainewar', 'russianwarcrim', 'putinwarcrimin', 'may', 'crimin', 'rt', 'hell', 'belong', 'httpstco', '']",0.0,0.0,,,,,
"russia takes small cities, aims to widen east ukraine battle https://t.co/jacrfhwshi #aims #battle #cities #east… https://t.co/rzth5hbceb",russia takes small cities aims to widen east ukraine battle httpstcojacrfhwshi aims battle cities east… httpstcorzth5hbceb,russia takes small cities  aims to widen east ukraine battle https://t.co/jacrfhwshi #aims #battle #cities #east… https://t.co/rzth5hbceb,"['russia', 'takes', 'small', 'cities', 'aims', 'to', 'widen', 'east', 'ukraine', 'battle', 'httpstcojacrfhwshi', 'aims', 'battle', 'cities', 'east', 'httpstcorzth5hbceb']","['russia', 'takes', 'small', 'cities', 'aims', 'widen', 'east', 'ukraine', 'battle', 'httpstcojacrfhwshi', 'aims', 'battle', 'cities', 'east', 'httpstcorzth5hbceb']","['russia', 'take', 'small', 'citi', 'aim', 'widen', 'east', 'ukrain', 'battl', 'httpstcojacrfhwshi', 'aim', 'battl', 'citi', 'east', 'httpstcorzth5hbceb']",-0.25,0.4,,,,,
"in the donbas of the former russian-made afghan mi-17 helicopter, transferred by the us to ukraine as military assi… https://t.co/hofewlmzud",in the donbas of the former russianmade afghan mi17 helicopter transferred by the us to ukraine as military assi… httpstcohofewlmzud,in the donbas of the former russian made afghan mi 17 helicopter  transferred by the us to ukraine as military assi… https://t.co/hofewlmzud,"['in', 'the', 'donbas', 'of', 'the', 'former', 'russianmade', 'afghan', 'mi17', 'helicopter', 'transferred', 'by', 'the', 'us', 'to', 'ukraine', 'as', 'military', 'assi', 'httpstcohofewlmzud']","['donbas', 'former', 'russianmade', 'afghan', 'mi17', 'helicopter', 'transferred', 'us', 'ukraine', 'military', 'assi', 'httpstcohofewlmzud']","['donba', 'former', 'russianmad', 'afghan', 'mi17', 'helicopt', 'transfer', 'us', 'ukrain', 'militari', 'assi', 'httpstcohofewlmzud']",-0.05,0.05,,,,,
"in the donbas of the former russian-made afghan mi-17 helicopter, transferred by the us to ukraine as military assi… https://t.co/9e4u6eklxu",in the donbas of the former russianmade afghan mi17 helicopter transferred by the us to ukraine as military assi… httpstcoe4u6eklxu,in the donbas of the former russian made afghan mi 17 helicopter  transferred by the us to ukraine as military assi… https://t.co/9e4u6eklxu,"['in', 'the', 'donbas', 'of', 'the', 'former', 'russianmade', 'afghan', 'mi17', 'helicopter', 'transferred', 'by', 'the', 'us', 'to', 'ukraine', 'as', 'military', 'assi', 'httpstcoe4u6eklxu']","['donbas', 'former', 'russianmade', 'afghan', 'mi17', 'helicopter', 'transferred', 'us', 'ukraine', 'military', 'assi', 'httpstcoe4u6eklxu']","['donba', 'former', 'russianmad', 'afghan', 'mi17', 'helicopt', 'transfer', 'us', 'ukrain', 'militari', 'assi', 'httpstcoe4u6eklxu']",-0.05,0.05,,,,,
"russian combact footage from maruipol part 1

#specialmilitaryoperation
#russianukrainianwar #russiaukrainewar… https://t.co/rt6o4xhjr7","russian combact footage from maruipol part 1

specialmilitaryoperation
russianukrainianwar russiaukrainewar… httpstcort6o4xhjr7","russian combact footage from maruipol part 1

#specialmilitaryoperation
#russianukrainianwar #russiaukrainewar… https://t.co/rt6o4xhjr7","['russian', 'combact', 'footage', 'from', 'maruipol', 'part', '1', 'specialmilitaryoperation', 'russianukrainianwar', 'russiaukrainewar', 'httpstcort6o4xhjr7']","['russian', 'combact', 'footage', 'maruipol', 'part', '1', 'specialmilitaryoperation', 'russianukrainianwar', 'russiaukrainewar', 'httpstcort6o4xhjr7']","['russian', 'combact', 'footag', 'maruipol', 'part', '1', 'specialmilitaryoper', 'russianukrainianwar', 'russiaukrainewar', 'httpstcort6o4xhjr7']",0.0,0.0,,,,,
"in the donbas of the former russian-made afghan mi-17 helicopter, transferred by the us to ukraine as military assi… https://t.co/xrovadayht",in the donbas of the former russianmade afghan mi17 helicopter transferred by the us to ukraine as military assi… httpstcoxrovadayht,in the donbas of the former russian made afghan mi 17 helicopter  transferred by the us to ukraine as military assi… https://t.co/xrovadayht,"['in', 'the', 'donbas', 'of', 'the', 'former', 'russianmade', 'afghan', 'mi17', 'helicopter', 'transferred', 'by', 'the', 'us', 'to', 'ukraine', 'as', 'military', 'assi', 'httpstcoxrovadayht']","['donbas', 'former', 'russianmade', 'afghan', 'mi17', 'helicopter', 'transferred', 'us', 'ukraine', 'military', 'assi', 'httpstcoxrovadayht']","['donba', 'former', 'russianmad', 'afghan', 'mi17', 'helicopt', 'transfer', 'us', 'ukrain', 'militari', 'assi', 'httpstcoxrovadayht']",-0.05,0.05,,,,,
"these are children's drawings about the war in ukraine that russia started.
#russiaukrainewar #ukrainestrong… https://t.co/d8onsyimot","these are childrens drawings about the war in ukraine that russia started
russiaukrainewar ukrainestrong… httpstcod8onsyimot","these are children's drawings about the war in ukraine that russia started.
#russiaukrainewar #ukrainestrong… https://t.co/d8onsyimot","['these', 'are', 'childrens', 'drawings', 'about', 'the', 'war', 'in', 'ukraine', 'that', 'russia', 'started', 'russiaukrainewar', 'ukrainestrong', 'httpstcod8onsyimot']","['childrens', 'drawings', 'war', 'ukraine', 'russia', 'started', 'russiaukrainewar', 'ukrainestrong', 'httpstcod8onsyimot']","['children', 'draw', 'war', 'ukrain', 'russia', 'start', 'russiaukrainewar', 'ukrainestrong', 'httpstcod8onsyimot']",0.0,0.0,,,,,
